iGrID,RAJ2000,DEJ2000,z,logLtot,logLobs,logMtot,logMstar,NMstar,logMdyn,sigma,Rad,angRad,DL,Ntot
9155,133.23587036,42.41505814,0.0244956,11.20895,11.04449,12.287,,0,,,,,102.7015,1
10049,130.42164612,40.65750885,0.0314237,11.52415,11.23969,12.52645,11.18864,1,,,,,132.5018,1
9728,131.42324829,41.28290939,0.030502,11.49279,11.22678,12.50328,11.31354,1,,,,,128.5178,1
10519,131.55867004,41.57983017,0.0309895,11.51284,11.23685,12.5186,11.2904,1,,,,,130.6245,1
12966,130.59851074,41.90898132,0.0314091,11.4271,11.1429,12.44043,11.17075,1,,,,,132.4389,1
17689,130.2192688,42.8371582,0.0406857,11.79465,11.28308,12.72444,11.26391,1,,,,,172.8737,1
19126,130.67327881,42.81303024,0.033245,11.40421,11.08068,12.41086,10.56786,1,,,,,140.3925,1
26669,132.37670898,42.27532959,0.0254364,10.91631,10.73829,12.03803,,0,,,,,106.7285,1
17776,132.7572937,42.73637009,0.0247401,10.9893,10.82149,12.10129,10.95031,1,,,,,103.7477,1
16673,131.21096802,43.04673004,0.0560262,12.9103,11.92406,14.19488,11.99687,2,11.9808,1001.6198,136.7406,0.036237,241.1097,2
18417,131.20742798,43.45053101,0.0550181,12.4908,11.53623,13.29808,11.62421,1,,,,,236.5724,1
27332,126.3318634,39.31552887,0.0571923,12.62656,11.59962,13.41207,11.22183,1,,,,,246.3673,1
11282,127.10633087,40.63056183,0.0251607,11.17239,10.99849,12.25227,11.13788,1,,,,,105.5477,1
12922,126.50238037,40.98102951,0.0581309,12.84689,11.78921,13.60518,11.88422,1,,,,,250.6071,1
