iGalID,iGrID,Name,RAJ2000,DEJ2000,z,logMstar
24832,18049,"    04323853-1013377",68.1605072,-10.22712994,0.039162,
22860,16629,"    04305668-1014451",67.73621368,-10.24594021,0.0376767,11.246
42345,30691,"    04494564-1317577",72.4401474,-13.2993803,0.0383532,10.89208
20021,14574,"    04594911-1227001",74.9546814,-12.45005035,0.026004,9.86343
2981,2121,"    04595300-1202121",74.97091675,-12.03668976,0.0268098,11.00504
41722,30242,"    04585214-1202179",74.71726227,-12.03831959,0.0430551,11.25837
32409,15066,"    04543936-1212158",73.66404724,-12.20436001,0.0164167,
20713,15066,"    04551547-1209275",73.8144989,-12.15767002,0.0161996,
5389,3877,"    04550678-1205361",73.77826691,-12.09337044,0.0269625,
11901,825,"    04594137-1116175",74.9223938,-11.27151012,0.0123031,9.36433
1957,825,"    04592288-1107561",74.84536743,-11.1323204,0.0129112,
1531,825,"    04592771-1107224",74.86554718,-11.1229496,0.0125082,
1742,1206,"    04591738-1107071",74.8224411,-11.11865997,0.014964,
30334,5859,"    04471979-1302103",71.8325119,-13.03617001,0.0158785,9.87642
19943,14517,"    04483593-1246256",72.14980316,-12.77373981,0.0289684,10.97915
26736,5859,"    04472001-1242023",71.83347321,-12.70063019,0.0169376,10.22034
8067,5859,"    04460267-1226312",71.51112366,-12.44207954,0.0167102,
17107,12423,"    04465455-1128160",71.7273407,-11.47115993,0.0342198,10.50137
4344,3125,"    04550562-1041270",73.77336884,-10.69077969,0.0152013,
4717,3395,"    04494267-1042244",72.42785645,-10.70678043,0.0138836,10.15688
19145,13937,"    05012830-1106190",75.36794281,-11.10529995,0.0656992,
1208,825,"    04592589-1058504",74.85787964,-10.98071003,0.0124343,
23011,16740,"    05045304-1014525",76.22104645,-10.24790955,0.0403071,10.16131
5887,4248,"    05041962-1004359",76.08184052,-10.07653999,0.0103372,
4363,3141,"    05021929-1021231",75.5803833,-10.35643005,0.0130742,
28210,3141,"    05020891-1003181",75.537117,-10.05498981,0.0130625,9.83455
8053,5853,"    05110789-0923200",77.78289795,-9.38897038,0.0089775,
24567,5853,"    05130255-0912383",78.26065826,-9.21067047,0.0086837,
14938,10851,"    05055707-0958577",76.48783875,-9.98268032,0.0402452,
24276,637,"    05061487-0906257",76.5619278,-9.10717964,0.011188,
7211,5236,"    04563740-1013083",74.15576935,-10.21903038,0.0134011,
7977,5799,"    04581621-0947483",74.56758881,-9.79677963,0.0134418,9.52197
30087,21872,"    05022725-0928184",75.6135025,-9.4717598,0.0129926,
31356,21872,"    05013981-0915530",75.41583252,-9.26467037,0.0129879,9.94062
33189,21872,"    05013630-0915100",75.40135193,-9.25280952,0.0125009,9.64961
936,637,"    05051802-0908500",76.32512665,-9.14723969,0.0108865,
16156,11734,"    05070367-0839338",76.76534271,-8.65937042,0.0345541,10.88798
20156,14673,"    05042577-0822589",76.10735321,-8.38304996,0.0347699,
1228,840,"    05020948-0814261",75.53955841,-8.24055958,0.011801,
35691,25909,"    05002710-0829030",75.11296082,-8.48418045,0.071534,11.27767
28987,21069,"    05015386-0745321",75.47438049,-7.75901985,0.033992,10.50779
37247,27038,"    04410406-1152563",70.26699829,-11.88226032,0.0380423,10.41724
24316,17685,"    04380949-1113514",69.53957367,-11.23103046,0.0577817,
15351,11149,"    04395887-1039203",69.99533844,-10.65565014,0.0478143,11.04672
20343,14808,"    04381418-1047454",69.55912018,-10.79590034,0.0359579,10.07432
42546,30820,"    04420192-0946070",70.50813293,-9.76856041,0.083629,11.33631
13241,1678,"    04474086-1014168",71.9203186,-10.23795986,0.0153519,
15816,1678,"    04474786-1014045",71.9493866,-10.23453045,0.014109,9.76809
2381,1678,"    04472081-1014168",71.83669281,-10.23808002,0.0154702,10.65382
42137,1678,"    04463790-1013349",71.65789795,-10.22636032,0.0148697,10.34073
41327,1678,"    04462050-1006449",71.58540344,-10.11242962,0.0143879,9.91441
20044,14592,"    04495335-0937034",72.47228241,-9.61765957,0.0452702,11.56105
5886,4247,"    04430197-0918594",70.75824738,-9.31653023,0.0278999,11.45777
7557,5496,"    04362230-1022347",69.09293365,-10.37629986,0.0349805,
9448,6877,"    04370384-1011513",69.26596832,-10.19754982,0.0161775,10.30601
27246,19815,"    04345791-1011407",68.74127197,-10.19466019,0.0389268,10.89937
15641,11354,"    04382385-0946034",69.59937286,-9.76768017,0.0575783,11.3663
14016,10202,"    04395855-0927223",69.99403381,-9.45621014,0.0164801,
22806,16588,"    04370603-0945183",69.27520752,-9.75508976,0.0357789,
3299,2361,"    04375557-0931092",69.48153687,-9.51926041,0.0170366,
20402,14843,"    04393339-0903218",69.88916016,-9.05603981,0.0523445,10.43395
21645,15748,"    04395852-0855013",69.99388123,-8.91709995,0.0163051,9.4236
25438,2665,"    04414215-0842159",70.42562866,-8.70448971,0.01639,
43414,2665,"    04405833-0842393",70.24304199,-8.71092987,0.0136126,
3710,2665,"    04404018-0836281",70.16747284,-8.60778999,0.0136541,
24506,17822,"    04412362-0838543",70.34835815,-8.64846992,0.0279129,10.57825
2106,1475,"    04442354-0831521",71.09803009,-8.53118992,0.0159366,
18144,1475,"    04443480-0828432",71.14502716,-8.47871971,0.0156174,10.62993
15529,11279,"    04432362-0822190",70.84845734,-8.37193012,0.0442506,11.31582
15575,2665,"    04405494-0822221",70.22897339,-8.37281036,0.0150815,
19894,14479,"    04384768-0812268",69.69864655,-8.20748997,0.0149901,9.92505
17814,2665,"    04414883-0805259",70.45337677,-8.09049988,0.0156987,
21644,14479,"    04391828-0750208",69.82617188,-7.83911991,0.0155117,9.76862
38656,3403,"    04413539-0723229",70.39745331,-7.38976002,0.0145453,
1468,533,"    04592064-0751321",74.83596039,-7.85896015,0.0139087,10.515
787,533,"    04594189-0745185",74.92458344,-7.75517988,0.0132736,11.44561
3796,533,"    04581253-0746493",74.55226898,-7.78038979,0.0130792,10.9411
31829,23106,"    04554300-0720057",73.92922211,-7.33487988,0.0126617,
4924,3403,"    04415960-0718410",70.49839783,-7.31142998,0.015834,11.02304
30052,3403,"    04415434-0718229",70.47637939,-7.30638981,0.0149901,
8660,3403,"    04420390-0712230",70.51625824,-7.20642996,0.0156607,10.56381
4726,3403,"    04414426-0705109",70.43440247,-7.08632994,0.0154653,10.65937
25621,18639,"    04472813-0653178",71.86717224,-6.88829994,0.0454669,10.88246
2236,1574,"    04483284-0634124",72.13687897,-6.5700798,0.0090253,
39085,738,"    04482110-0629254",72.08799744,-6.49034977,0.0149878,
8470,6169,"    04514224-0613532",72.92598724,-6.23144007,0.0151645,
1084,738,"    04483720-0619114",72.15498352,-6.31988001,0.0158788,11.46283
11551,8422,"    04510475-0557381",72.76978302,-5.96050978,0.047676,
6892,5000,"    04465670-0558570",71.73622894,-5.98257017,0.0155958,10.74043
39435,28605,"    04494363-0553555",72.4317627,-5.89882994,0.0462889,
9162,1613,"    04515005-0548115",72.95858765,-5.80322981,0.009067,
29510,21445,"    04513927-0538385",72.91365814,-5.64412022,0.0148693,10.16232
5816,1613,"    04504430-0525067",72.68462372,-5.41865015,0.0094269,
37969,27553,"    04082594-1359064",62.10807037,-13.98509979,0.0316887,9.87555
40238,29173,"    04045275-1340252",61.21987152,-13.67374992,0.0225776,10.48445
40123,29080,"    04064568-1244205",61.69023132,-12.73913002,0.0321725,10.8344
22379,2120,"    04163814-1223550",64.15895844,-12.39855003,0.0294319,9.96978
2980,2120,"    04164244-1212000",64.17684174,-12.20005989,0.0295182,11.73763
42815,2120,"    04165806-1209020",64.24186707,-12.15060997,0.0293526,10.93816
7038,5119,"    04035523-1110446",60.98007965,-11.17903996,0.0294486,
11377,8284,"    04095554-1016089",62.48147964,-10.26906967,0.0315218,11.39634
30651,22267,"    04083623-1011214",62.15090942,-10.18935013,0.0324753,9.96177
36223,26293,"    04071184-1013468",61.79940033,-10.22972965,0.0322585,9.98064
26099,18983,"    04242987-1029396",66.12442017,-10.49435043,0.0357619,
21797,2518,"    04265125-1011517",66.71363831,-10.19766998,0.0305049,10.65453
3516,2518,"    04262054-1005543",66.58560944,-10.0984602,0.0308821,11.54216
25399,18481,"    04222564-1010250",65.60687256,-10.17352962,0.0302894,
22204,16155,"    04220106-1010199",65.50440216,-10.17220974,0.0377323,
16467,11957,"    04250112-0954211",66.25470734,-9.90594006,0.0321885,10.48727
41492,2518,"    04270223-1001127",66.75923157,-10.02021027,0.0296551,11.06085
12674,7445,"    04211719-0956450",65.3217392,-9.94585991,0.0305931,10.85689
22441,7445,"    04205063-0945509",65.21099854,-9.76408958,0.0304836,
10247,7445,"    04210522-0947110",65.27179718,-9.78641987,0.0300848,
20256,7445,"    04210171-0944210",65.25713348,-9.73921013,0.0304444,
29812,7445,"    04205583-0942028",65.23259735,-9.70071983,0.0302604,
25919,18855,"    04240171-0923408",66.00708771,-9.39474964,0.0321452,
43012,31152,"    04242192-0905049",66.09140778,-9.08471012,0.0580176,11.09818
29466,21411,"    04253347-0903010",66.38952637,-9.05029011,0.0405433,
31751,23057,"    04261675-0847580",66.56984711,-8.79948044,0.0432565,11.23943
14936,10849,"    04104989-0937453",62.70793915,-9.62921047,0.031774,10.15827
17732,12886,"    03551081-1009037",58.79504013,-10.15100002,0.0083152,10.06128
27775,3581,"    04031321-0922548",60.80509949,-9.38193989,0.031279,11.13046
14407,10474,"    03582907-0956317",59.62118912,-9.94207001,0.0271868,9.97109
16843,3581,"    04022966-0920078",60.62368011,-9.33545971,0.0321756,
4972,3581,"    04023642-0919208",60.65174103,-9.32244015,0.0322228,
25784,18751,"    03554432-0934378",58.93465042,-9.57713032,0.0253082,10.92508
27891,20289,"    03533690-0927217",58.40380096,-9.45602989,0.0281451,10.45547
30362,22061,"    03480063-0953268",57.00265121,-9.89087963,0.0326517,10.99273
15842,11499,"    03461286-0940572",56.55363083,-9.68260002,0.0331759,
37297,27075,"    03461881-0938522",56.5784111,-9.64780045,0.0372644,10.67419
17133,12447,"    03521131-0907066",58.04708862,-9.11851025,0.0277101,10.71486
6057,4383,"    03520982-0859576",58.04098892,-8.99936962,0.0208205,
10667,4383,"    03515275-0850176",57.96987915,-8.83819962,0.0220856,10.95032
13395,9747,"    03505755-0830486",57.73978043,-8.5135498,0.0333539,
14806,9851,"    03541364-0844302",58.5569191,-8.74176025,0.0338773,
15235,9851,"    03540284-0834301",58.51192093,-8.57499027,0.0325921,
25691,9851,"    03540729-0833191",58.53046036,-8.55533028,0.0329191,
13525,9851,"    03534734-0834060",58.44721985,-8.56842041,0.032074,
29068,10065,"    03505721-0826216",57.73846054,-8.43941021,0.0307394,10.48456
13816,10065,"    03505971-0823306",57.74887085,-8.39185047,0.0308894,
27383,19920,"    03534978-0808151",58.45746994,-8.13753986,0.0332496,10.95345
7406,5388,"    03555017-0735438",58.95903015,-7.59546995,0.0207265,11.15955
8965,6524,"    04080742-0849453",62.03099823,-8.82923985,0.0328581,10.72845
20650,15023,"    04095479-0841569",62.47826004,-8.69911003,0.032643,11.2212
22727,16526,"    04165552-0728501",64.23139191,-7.48061991,0.0294095,
29620,21533,"    04152060-0703513",63.83592987,-7.06420994,0.0316574,10.78149
27349,19889,"    04134036-0706215",63.41819,-7.10606003,0.0327095,10.3925
11431,8325,"    04105510-0716493",62.72961044,-7.28042984,0.0098039,
28799,20934,"    04104229-0640413",62.67630005,-6.67811012,0.0375413,
37022,26878,"    04121517-0642115",63.0632019,-6.70312977,0.0312908,
29069,20934,"    04104860-0640413",62.70259094,-6.67818022,0.0375518,
26782,19469,"    04042737-0712581",61.11410904,-7.21611023,0.0217479,10.41232
22982,16717,"    04045523-0618170",61.23012161,-6.30478001,0.0263818,10.62824
40646,29482,"    04061469-0539065",61.56127167,-5.65185022,0.0157533,9.77156
27350,8830,"    04293573-0922031",67.39885712,-9.36748028,0.0383073,11.01705
12102,8830,"    04285367-0918294",67.22364807,-9.30817032,0.0385836,11.61217
21220,15426,"    04300651-0913041",67.52713013,-9.21784019,0.032315,10.84917
33187,8830,"    04285949-0906474",67.24793243,-9.11320972,0.0386935,11.24512
43468,8830,"    04283562-0854256",67.14840698,-8.90703964,0.0389009,10.76193
2118,1482,"    04340002-0834445",68.50010681,-8.5791502,0.0158034,
33653,24431,"    04333949-0757545",68.41455078,-7.96515989,0.0341658,10.27845
7109,5170,"    04255133-0833389",66.46385193,-8.56075954,0.0377626,10.51332
30565,5170,"    04255161-0822099",66.46505737,-8.36942959,0.0398724,
41442,30041,"    04342132-0801478",68.58882904,-8.03001022,0.0311658,10.33589
13724,9996,"    04351944-0724186",68.83100891,-7.40523005,0.0301019,10.48265
7267,5280,"    04393149-0705508",69.88115692,-7.09742022,0.0146138,
21643,15747,"    04365956-0726298",69.24828339,-7.44160986,0.0136183,10.01456
39084,28343,"    04380530-0707314",69.52207184,-7.12543011,0.0297651,10.14861
20888,15190,"    04330739-0731311",68.28073883,-7.52537012,0.0339117,10.72658
13277,9657,"    04315094-0714180",67.96233368,-7.23835993,0.0303605,10.94968
36353,26386,"    04271807-0643077",66.82534027,-6.71887016,0.0298959,10.79453
30695,22301,"    04222838-0730501",65.61823273,-7.51394987,0.0390593,10.59502
16214,11779,"    04232446-0722153",65.85188293,-7.37095022,0.0305351,11.24609
42857,11779,"    04231003-0712532",65.79170227,-7.21481991,0.0308001,10.48592
25204,18341,"    04300106-0641471",67.50441742,-6.69649982,0.046639,11.26348
16824,262,"    04320358-0620371",68.01487732,-6.34364986,0.0163967,10.65141
9882,262,"    04324968-0601311",68.20706177,-6.02531004,0.0148995,
5965,262,"    04305162-0547539",67.71508026,-5.79828978,0.0142819,
14408,10475,"    04324439-0553231",68.18493652,-5.88971996,0.0423261,11.50142
13163,262,"    04315214-0545247",67.96726227,-5.75689983,0.0135869,
8755,6372,"    04282345-0617526",67.09779358,-6.29796982,0.0397918,
42714,30942,"    04262138-0612583",66.58912659,-6.21629,0.0607451,11.11272
19299,5635,"    04270485-0609537",66.77017975,-6.16491985,0.0303364,11.23188
7739,5635,"    04271129-0607137",66.79712677,-6.12049007,0.0303135,11.45656
22983,16718,"    04273980-0547011",66.91591644,-5.78373003,0.0400232,11.41259
23794,262,"    04321238-0522397",68.051651,-5.37769985,0.0134808,
4227,262,"    04315859-0522107",67.99417877,-5.36970997,0.0145564,
8161,1267,"    04281848-0510436",67.07700348,-5.17877007,0.0139569,
14086,1267,"    04300421-0500358",67.51764679,-5.0099802,0.0136987,
3273,2342,"    04440640-0527567",71.0266571,-5.46571016,0.016203,
28622,20805,"    04373398-0544074",69.39161682,-5.73542023,0.0169567,10.08718
8794,2342,"    04434396-0519100",70.93314362,-5.31943989,0.0161239,
2293,1613,"    04481706-0525395",72.07113647,-5.42761993,0.0089973,10.8564
36130,26225,"    04482122-0515075",72.08849335,-5.25213003,0.0169178,10.48482
33376,24231,"    04472072-0508138",71.83635712,-5.13720989,0.0447645,11.38227
3413,2448,"    04455340-0508121",71.47247314,-5.13672018,0.012501,10.94078
31688,1613,"    04505207-0453337",72.71697235,-4.89272022,0.0090861,10.00078
3816,2743,"    04462995-0447193",71.62478638,-4.78878021,0.0154568,9.87765
9465,6888,"    04353477-0552235",68.89483643,-5.87313986,0.0155199,10.80794
5894,4255,"    04362507-0459139",69.10444641,-4.98726988,0.0146582,
39744,6304,"    04401376-0451572",70.05729675,-4.86589003,0.015021,
8659,6304,"    04392007-0456089",69.8336792,-4.93575001,0.0148632,10.84563
8445,2051,"    04373798-0453148",69.40831757,-4.88746023,0.0128107,
2889,2051,"    04373626-0442534",69.40116882,-4.71486998,0.0123466,
39887,262,"    04323045-0509187",68.12683868,-5.15524006,0.0151919,
20986,15265,"    04334898-0505501",68.45406342,-5.09726,0.0177056,10.68483
32829,262,"    04321037-0508117",68.04325867,-5.13659,0.0155736,
13090,262,"    04314996-0505399",67.95813751,-5.09441996,0.0168819,
392,262,"    04313985-0505099",67.91609192,-5.08612013,0.0154074,10.57685
14963,262,"    04314173-0503369",67.92391968,-5.06029987,0.016461,
36310,262,"    04311580-0457030",67.81591034,-4.95089006,0.0162384,
6392,1267,"    04304279-0452129",67.67828369,-4.87025023,0.0131782,
13431,1267,"    04320309-0427357",68.01289368,-4.45993996,0.0142541,10.663
2970,1267,"    04324510-0422207",68.18789673,-4.37239981,0.0142308,
1831,1267,"    04330596-0417508",68.27481842,-4.29745007,0.014009,11.18774
10680,1267,"    04345187-0421546",68.71611786,-4.36522007,0.016562,10.72914
11170,1267,"    04332534-0415556",68.35553741,-4.26540995,0.0148074,10.73364
7700,1267,"    04331312-0410208",68.30467224,-4.17246008,0.0163896,10.89817
413,276,"    04412822-0251289",70.36762238,-2.85804009,0.0025805,
20342,14807,"    04203981-0644019",65.16600037,-6.73383999,0.0387244,11.17797
20784,15115,"    04215412-0613504",65.47551727,-6.23069,0.0379954,
30872,1267,"    04292181-0445356",67.34091187,-4.75977993,0.0143678,
34312,24907,"    04212247-0510067",65.34367371,-5.16852999,0.0394031,
43276,31340,"    04222942-0501287",65.62258148,-5.02470016,0.0336404,10.77544
42407,30732,"    04205755-0444059",65.23992157,-4.73498011,0.0296277,
39845,28897,"    04180114-0430041",64.50480652,-4.50119019,0.0297655,10.50081
34121,24772,"    04172176-0407005",64.34066772,-4.11686993,0.0468414,11.20847
22116,16086,"    04204381-0352330",65.18260956,-3.87586999,0.0409962,10.95331
18816,13696,"    04220212-0340189",65.50892639,-3.67189002,0.0295499,11.19968
14916,10834,"    04205324-0309429",65.2218399,-3.16189003,0.040418,11.01501
10990,7999,"    04140105-0345404",63.50439072,-3.76114988,0.0158766,10.77598
37156,26973,"    04185624-0233220",64.73432922,-2.55611992,0.0169884,10.25062
39846,28898,"    04291840-0437055",67.32671356,-4.61814022,0.0412548,
40338,1267,"    04320837-0412427",68.0349884,-4.21193981,0.0148672,
13866,10103,"    04280284-0409196",67.01184845,-4.1553998,0.0133424,9.33757
13367,9724,"    04285568-0350255",67.23203278,-3.84050012,0.015363,10.72881
12238,8922,"    04310470-0324410",67.76959991,-3.41141009,0.0150062,10.59304
40474,9724,"    04281882-0354076",67.07845306,-3.90214992,0.0157168,10.37988
22179,9724,"    04284667-0346094",67.19439697,-3.76926994,0.0156521,
3423,2457,"    04261882-0337158",66.57843018,-3.62108994,0.015979,11.15818
16101,8922,"    04294645-0319293",67.443573,-3.32483006,0.0145858,10.50114
2963,1090,"    04360657-0308553",69.02734375,-3.14866996,0.0160483,
1584,1090,"    04363665-0311200",69.15276337,-3.18886995,0.016011,10.1495
4035,1090,"    04363024-0251590",69.126091,-2.86638999,0.0146427,
27856,20263,"    04342592-0244422",68.60812378,-2.74510002,0.029957,
21193,15407,"    04353756-0255195",68.90648651,-2.92209005,0.0300503,11.13771
3238,1090,"    04361863-0249529",69.07762909,-2.83137989,0.0154783,
36039,26160,"    04390239-0221063",69.76004791,-2.35173011,0.0280659,10.71016
39026,28306,"    04394306-0216226",69.92951965,-2.27298999,0.0306628,
29589,21505,"    04363592-0218140",69.14969635,-2.30380988,0.0260397,
1946,1364,"    04370757-0218166",69.28159332,-2.30464005,0.0292361,
26823,1364,"    04372088-0214303",69.33712006,-2.24170995,0.0293271,
10991,1364,"    04364028-0217256",69.1679306,-2.2904501,0.0320108,
18723,1364,"    04380850-0209098",69.53546143,-2.15280008,0.030151,
13091,1364,"    04380421-0202568",69.51750183,-2.0490799,0.0292903,
31574,1364,"    04351123-0222076",68.79683685,-2.36889005,0.0307299,11.05261
32235,1364,"    04355387-0214023",68.97447968,-2.23406005,0.0310765,9.84068
19504,1364,"    04355794-0202403",68.99143982,-2.04454994,0.0308563,
8014,1364,"    04371129-0151093",69.29705811,-1.85257995,0.0288785,
43169,31263,"    04351737-0143525",68.82238007,-1.73122001,0.0325622,
35689,25907,"    04243468-0225085",66.14454651,-2.41902995,0.0416912,
10231,7435,"    04214277-0212187",65.4282074,-2.20523,0.0298173,
26595,7435,"    04214801-0210579",65.45011902,-2.18269992,0.0301377,
29763,21631,"    04203295-0201500",65.13730621,-2.03055,0.0158949,
16449,11943,"    04285745-0151425",67.23928833,-1.86185002,0.0424618,
14314,10409,"    04253798-0127367",66.4082489,-1.46018004,0.0336024,11.38346
6717,323,"    04303822-0018149",67.6592865,-0.30417001,0.0116248,
35394,25694,"    05110045-0840049",77.75184631,-8.66808033,0.0356776,11.1254
23012,16741,"    05103207-0811240",77.63363647,-8.1900301,0.0347606,
20257,14747,"    05133987-0738276",78.41609192,-7.64102983,0.0346686,11.05507
41982,30442,"    05190894-0633119",79.78721619,-6.55332994,0.0462134,10.69929
39848,28900,"    05212315-0622020",80.34649658,-6.36730003,0.0460343,10.38978
5008,3608,"    05074488-0801085",76.9369812,-8.0190897,0.0148562,
9163,3608,"    05074461-0758095",76.93591309,-7.96927023,0.0148127,10.7828
24671,17952,"    05251317-0617052",81.30493927,-6.28474998,0.0393509,10.79237
28587,20781,"    05284439-0602064",82.18495941,-6.03511,0.0490407,
1823,1262,"    05280197-0518383",82.00823212,-5.31065989,0.0086261,9.5682
36131,26226,"    05220863-0442410",80.53600311,-4.71135998,0.0648229,11.04745
24066,17507,"    05214391-0356300",80.43299866,-3.94168997,0.0235585,
20717,15070,"    05290328-0318559",82.26374054,-3.3155601,0.0346274,10.39403
25240,18365,"    05243782-0354265",81.1576767,-3.90739012,0.0360625,10.57656
12115,8841,"    05221054-0352346",80.54398346,-3.87635994,0.0284503,
9677,7050,"    05254719-0334566",81.44656372,-3.58242989,0.0303548,11.03557
36226,26295,"    05234467-0327138",80.93615723,-3.45389009,0.0512223,11.05615
29387,21355,"    05260836-0256245",81.53479004,-2.94016004,0.0520766,
31689,23012,"    04580004-0523121",74.50012207,-5.38669014,0.0598632,
41386,30000,"    04564890-0514586",74.2038269,-5.24957991,0.0592068,11.57461
23697,17233,"    04581249-0509328",74.55214691,-5.15914011,0.0325694,11.14355
35082,267,"    04573789-0500443",74.40791321,-5.01225996,0.0125854,
400,267,"    04565634-0451566",74.23473358,-4.86574984,0.0129047,10.69492
11789,267,"    04565963-0445246",74.24846649,-4.75684977,0.0130547,
24004,267,"    04532461-0447334",73.35254669,-4.79262018,0.0140127,10.39214
19143,267,"    04551680-0439098",73.82008362,-4.65266991,0.0129721,10.45331
29511,267,"    04562074-0426129",74.08641815,-4.43697023,0.0131071,
32634,23685,"    04580128-0407241",74.50527954,-4.12345982,0.0591299,11.63072
19815,2280,"    05023235-0320394",75.634758,-3.34433007,0.0129867,
3191,2280,"    05015482-0317464",75.47844696,-3.29623008,0.0137266,11.01969
5828,2280,"    05001569-0321088",75.06536865,-3.35250998,0.0121481,
3988,2280,"    05031736-0256114",75.82232666,-2.9365201,0.0144796,10.94285
26478,7209,"    05143318-0440236",78.63828278,-4.67323017,0.0244995,
9917,7209,"    05151464-0424073",78.8109436,-4.40202999,0.0242491,11.23391
21425,3777,"    05162400-0344166",79.09999847,-3.73799992,0.0240268,10.99226
5241,3777,"    05154162-0326392",78.92350006,-3.44425011,0.0244323,11.42396
8429,6137,"    05114160-0305303",77.92342377,-3.09174991,0.0250639,11.23876
25239,18364,"    05145348-0330076",78.72281647,-3.50215006,0.0286381,10.68567
20000,14557,"    05142424-0325340",78.60106659,-3.42615008,0.0149893,10.57153
21224,3777,"    05153414-0322071",78.89227295,-3.36860991,0.0259514,10.71628
17420,12656,"    05220805-0257320",80.53362274,-2.95883989,0.0520928,11.14502
31471,22854,"    05185518-0312476",79.72985077,-3.21318007,0.0480206,
13296,9668,"    05232141-0247356",80.8392334,-2.7932601,0.0502555,
43013,31153,"    05200101-0138510",80.00418854,-1.64760005,0.0339298,
13653,6137,"    05114401-0301073",77.93334961,-3.01871991,0.0246606,11.11821
18258,13285,"    05124731-0213493",78.19714355,-2.23032999,0.0251907,
19146,13938,"    05174579-0111129",79.44087982,-1.18684995,0.0150479,
23590,2723,"    05105787-0120193",77.7412262,-1.33870006,0.0270922,10.6072
16889,2723,"    05110635-0104463",77.77655792,-1.07950997,0.0282956,
26375,19179,"    05161805-0024086",79.07520294,-0.40245,0.0264177,10.70024
8345,6070,"    05410249-0331245",85.26036835,-3.52345991,0.0212383,
27119,19722,"    05370042-0338403",84.25182343,-3.64447999,0.0213509,10.04409
17093,12412,"    05380008-0223516",84.50041962,-2.3977201,0.0208932,
7775,5663,"    05430552+0037134",85.77303314,0.62033999,0.0145564,
35133,25514,"    05425019+0047085",85.70910645,0.78561997,0.0511564,
18188,13230,"    05434116+0058381",85.92144775,0.97731,0.0513902,
40528,29392,"    05521873+0135516",88.07798004,1.59767997,0.0420909,
37393,27141,"    05484919+0127142",87.20494843,1.45397997,0.0544782,
35942,26096,"    05335178+0006456",83.46588135,0.11265,0.0503722,
7995,5810,"    05225911-0008256",80.74626923,-0.14049999,0.0352913,
16910,12274,"    05254119-0006356",81.42172241,-0.10988,0.0323488,10.76823
3554,2545,"    05161139-0008596",79.04753876,-0.14981,0.0327129,
37391,27139,"    05174215+0013590",79.4257431,0.23305,0.0279466,
36933,4864,"    05250803+0020473",81.28349304,0.34639999,0.0275852,
6693,4864,"    05251676+0025133",81.31980896,0.42043,0.0274557,
17421,12657,"    05253216+0032093",81.38400269,0.53596002,0.0528449,
15532,11281,"    05375429+0007235",84.47625732,0.12328,0.0354613,
24147,17562,"    05375837+0056559",84.49320984,0.94887,0.0360895,
40479,29356,"    05382893+0104084",84.62055969,1.06910002,0.0563528,
22032,16022,"    05345201+0103102",83.71675873,1.05288994,0.0382163,
28507,16022,"    05345988+0105002",83.74948883,1.08334005,0.0382136,
40241,12023,"    05320776+0110353",83.03224945,1.17639005,0.0365887,
16558,12023,"    05320803+0113343",83.03347778,1.22618997,0.0367852,
21455,15614,"    05373599+0120038",84.39996338,1.33443999,0.0354767,
37883,20903,"    05353379+0147020",83.89080048,1.78386998,0.0363249,
28757,20903,"    05360885+0150012",84.03688812,1.83371997,0.037681,
24250,12023,"    05322750+0122038",83.11463165,1.36775994,0.0365232,
32203,23385,"    05352182+0253179",83.84085846,2.88830996,0.0195128,
27465,19978,"    05411273+0350294",85.30312347,3.8415401,0.0581062,
30529,623,"    04515593-0355475",72.98312378,-3.92990994,0.0152627,10.42529
5138,623,"    04514150-0348335",72.92298126,-3.80935001,0.0157878,
4398,267,"    04550338-0406038",73.76409912,-4.10107994,0.0126794,
6341,4608,"    04483441-0352015",72.14331818,-3.86711001,0.0091312,
3840,623,"    04502893-0331167",72.62055206,-3.52136993,0.0148507,
20344,4608,"    04482252-0321595",72.09381104,-3.36655998,0.0092888,9.29486
30016,623,"    04495256-0324245",72.46904755,-3.40682006,0.0143905,10.44164
4107,623,"    04522517-0333559",73.10492706,-3.56553006,0.0150043,
33554,623,"    04524451-0312571",73.18553162,-3.21590996,0.0155884,
4129,623,"    04521977-0306209",73.08245087,-3.10580993,0.0143525,
916,623,"    04523116-0306220",73.12980652,-3.10609007,0.0145969,
7586,623,"    04512664-0307194",72.86096954,-3.12203002,0.015318,10.85065
14208,623,"    04503860-0308317",72.66078949,-3.14218998,0.0139204,10.68359
13584,623,"    04521763-0301279",73.07350922,-3.02445006,0.013042,10.6624
10497,623,"    04523430-0256570",73.14292908,-2.94921994,0.0151267,
2700,623,"    04513544-0237235",72.89765167,-2.62315011,0.0157874,
38120,27662,"    04465676-0305116",71.73644257,-3.08658004,0.0311157,
29467,861,"    04462633-0240463",71.60975647,-2.67954993,0.0150906,
5377,623,"    04494261-0245375",72.42759705,-2.76049995,0.0152079,
15988,623,"    04513631-0233365",72.90136719,-2.56018996,0.0147173,
1258,861,"    04454736-0223340",71.44730377,-2.39283991,0.0142564,
15843,11500,"    04470763-0203166",71.78182983,-2.05456996,0.0296803,
12903,861,"    04454844-0205020",71.45188141,-2.08388996,0.0151757,
39386,28571,"    04482970-0132185",72.12368011,-1.53845,0.0298793,
14846,8450,"    04543603-0122130",73.65016937,-1.37033999,0.0286804,
