iGalID,iGrID,Name,RAJ2000,DEJ2000,z,logMstar
11037,442,"    12583518+2735467",194.64663696,27.59633064,0.0266982,10.57124
25008,442,"    12584742+2740288",194.6975708,27.6747303,0.0288622,11.08608
20387,442,"    12590821+2747029",194.78417969,27.78412056,0.0243461,10.99571
34226,442,"    12592936+2751008",194.87243652,27.85018921,0.0235405,10.8215
20691,442,"    12584869+2748368",194.70295715,27.81032944,0.0206431,10.9935
17671,442,"    12585577+2749589",194.73252869,27.83312035,0.0260008,9.77892
34138,442,"    12590791+2751179",194.78302002,27.85493088,0.0228239,10.59252
4419,442,"    13015375+2737277",195.47393799,27.62439919,0.0271044,11.21792
14926,442,"    13011761+2748321",195.323349,27.80899048,0.0252453,11.09714
13336,442,"    13013176+2750507",195.38241577,27.84748077,0.0191154,11.18983
42431,442,"    13015023+2753367",195.45925903,27.89356041,0.0260739,10.79835
32425,442,"    13035077+2759179",195.96159363,27.98833084,0.0220648,10.91171
31153,442,"    13025272+2751593",195.71972656,27.86655045,0.0282773,10.66384
19605,442,"    13024442+2802434",195.68505859,28.04534912,0.0216495,11.03853
21344,442,"    13031623+2801494",195.81764221,28.03038979,0.0212048,10.36116
7199,442,"    13030089+2801573",195.75370789,28.03255081,0.0188232,11.08942
32132,442,"    13034495+2805029",195.93728638,28.08418083,0.0196517,10.66379
4504,442,"    13005609+2747268",195.23373413,27.79077911,0.0274883,11.09802
2648,442,"    13012613+2753095",195.35888672,27.88598061,0.0191419,11.44795
26795,442,"    13003975+2755256",195.16563416,27.92386055,0.0259093,10.99873
17712,442,"    13004277+2758166",195.17817688,27.97126961,0.0221486,10.93389
9152,442,"    13005445+2800271",195.22691345,28.00758934,0.0175135,11.36199
12294,442,"    13005158+2802341",195.21485901,28.04283905,0.0302248,11.13301
23451,442,"    12593079+2753028",194.87837219,27.88419914,0.0166571,10.91199
28470,442,"    12594438+2754447",194.93496704,27.91246033,0.0232457,10.73449
42155,442,"    12593789+2754267",194.90789795,27.90737915,0.0277367,10.77966
11845,442,"    13001768+2757192",195.07369995,27.9552803,0.0239213,
654,442,"    13000809+2758372",195.03378296,27.97698021,0.0223967,11.90919
12142,442,"    12592333+2754418",194.84727478,27.91160965,0.0237769,11.15501
1273,442,"    12593570+2757338",194.89877319,27.9593792,0.0248035,11.66323
27050,442,"    12593276+2759008",194.8865509,27.98361015,0.0203226,10.86693
24018,442,"    12591525+2758147",194.81355286,27.97076988,0.016977,10.80204
13953,442,"    12591312+2758369",194.80467224,27.97694016,0.0234296,11.15664
41185,442,"    12594681+2758252",194.94500732,27.9737606,0.0323165,10.62274
23056,442,"    12595601+2802052",194.98342896,28.03474045,0.0280816,10.97898
16264,442,"    13004867+2805266",195.20274353,28.09071922,0.0241322,11.04474
11577,442,"    13004875+2809296",195.20321655,28.15826988,0.0202579,11.07003
37499,442,"    13000803+2804422",195.03338623,28.07850075,0.0250346,10.74185
5930,442,"    13001795+2812082",195.07475281,28.20229912,0.0293368,11.24456
8033,442,"    13015756+2800209",195.4899292,28.00583076,0.0266396,11.29401
24184,442,"    13014700+2805417",195.44587708,28.09495926,0.0202398,10.8495
36995,442,"    13022152+2813509",195.58969116,28.23080063,0.0194596,10.61864
30185,442,"    13024079+2822163",195.67001343,28.37129021,0.025613,10.52997
14040,442,"    13005207+2821581",195.21697998,28.36613083,0.0263643,11.00226
24943,442,"    13020865+2823139",195.53608704,28.38717079,0.0261511,10.73762
23452,17049,"    13073763+2729569",196.90675354,27.49909973,0.0230258,10.84533
13497,9001,"    13085419+2811015",197.22581482,28.18382072,0.0208467,
18833,13710,"    13054757+2744027",196.44819641,27.7341404,0.0093149,9.62084
12354,9001,"    13082728+2819139",197.11366272,28.32055092,0.0225378,10.8441
43488,31491,"    13122586+2832151",198.10772705,28.53762054,0.022099,9.85389
33204,24106,"    13075786+2842384",196.99119568,28.71067047,0.0261044,10.94224
11038,8033,"    13094745+2854250",197.44773865,28.90694046,0.0195087,10.62094
40613,442,"    13041288+2811372",196.05369568,28.19363022,0.0221985,
4841,442,"    13034994+2811089",195.95808411,28.18573952,0.0241178,11.22398
35151,442,"    13041015+2814522",196.04232788,28.24790001,0.0206832,10.73903
28124,20448,"    13060554+2835347",196.52302551,28.59299088,0.0273178,11.0222
13620,9922,"    13065496+2832523",196.72898865,28.54796028,0.0217413,11.01489
29957,21773,"    13030977+2835004",195.7906189,28.58349991,0.0237111,10.71066
3670,2631,"    13045839+2907204",196.24325562,29.12229919,0.0206182,11.36789
6949,5045,"    13061725+2903471",196.57197571,29.06315041,0.0242492,11.00001
30062,21852,"    13055961+2916437",196.49842834,29.2788105,0.0272835,10.84467
27901,5045,"    13052526+2917473",196.35522461,29.29647064,0.0244153,10.78011
17333,12595,"    13174520+2734111",199.43833923,27.56982994,0.0241485,10.60697
6712,4877,"    13190823+2830244",199.78431702,28.50686073,0.0229305,11.1452
33115,24035,"    13215666+2850395",200.48602295,28.84431076,0.0365753,10.7779
26641,19368,"    13275529+3022332",201.9803772,30.37593079,0.0617316,
33815,24553,"    13195634+3007077",199.98477173,30.11886978,0.0242483,10.77203
31121,3227,"    13235992+3055568",200.99960327,30.9324398,0.0230845,10.27732
36947,26826,"    13242547+3057336",201.10606384,30.95932007,0.0492163,11.60826
4482,3227,"    13235697+3059168",200.98733521,30.98801994,0.0236412,11.30383
32921,1618,"    13241582+3120426",201.06602478,31.34516907,0.0174341,9.77737
9597,6993,"    13153485+2940338",198.89524841,29.67606926,0.0228394,11.07672
41508,30088,"    13161596+3015521",199.06648254,30.26449966,0.0500221,10.89913
15409,3039,"    13110168+2934420",197.75708008,29.57834053,0.02511,10.3558
4230,3039,"    13110159+2938120",197.75656128,29.6366806,0.0243419,11.4478
37799,27438,"    13095955+3002230",197.49813843,30.03973007,0.0356632,
13874,10110,"    13143246+3042205",198.63528442,30.70573044,0.0257459,10.99061
26684,19395,"    13193929+3015227",199.91372681,30.25637054,0.0079629,
38716,13506,"    13201504+3053589",200.06263733,30.89978981,0.0253929,
18545,13506,"    13201473+3059159",200.0614624,30.98777962,0.024758,10.90949
19516,14207,"    13171068+3032337",199.29450989,30.54270935,0.0328045,10.03902
21027,14884,"    13185971+3046512",199.74887085,30.78092957,0.0319466,11.2312
20455,14884,"    13183705+3051552",199.6544342,30.8653698,0.0333111,11.21494
41352,11346,"    13214547+3114141",200.43940735,31.2372303,0.0248949,10.18305
35323,25640,"    13214057+3121031",200.41902161,31.35090065,0.0170101,10.118
15627,11346,"    13211878+3123171",200.32824707,31.38809967,0.0241402,10.63128
28404,20654,"    13202887+3121069",200.12030029,31.35194969,0.0471865,
6718,4879,"    13161233+3057009",199.05137634,30.95029068,0.0194769,
12124,4879,"    13162775+3101531",199.11567688,31.03148079,0.0203761,10.94124
23710,4879,"    13173061+3105336",199.37754822,31.09269905,0.0193319,
23020,16748,"    13183171+3120162",199.63206482,31.33793068,0.0472515,11.49222
24976,18185,"    13184021+3132342",199.66755676,31.54289055,0.0365492,
12449,9064,"    13182859+3146382",199.61906433,31.7772007,0.0332006,11.3168
9012,6553,"    13200088+3158527",200.00369263,31.98123932,0.0189418,
25829,6553,"    13203041+3200138",200.12670898,32.00389099,0.0190738,10.54492
10635,442,"    12573284+2736368",194.38682556,27.61027908,0.0210317,11.22498
8866,442,"    12552907+2731169",193.87121582,27.52140999,0.0241799,11.18141
19959,442,"    12552781+2739219",193.86584473,27.6561203,0.0243152,10.96858
37221,442,"    12561981+2745040",194.08250427,27.75107002,0.0238786,10.84989
4164,442,"    12561213+2744440",194.05058289,27.7455101,0.0239723,
35955,442,"    12562660+2749500",194.11090088,27.83061981,0.0218122,10.89135
21915,442,"    12582185+2758037",194.59100342,27.96776009,0.0209492,10.88803
21203,442,"    12583023+2800527",194.62590027,28.01470947,0.0247352,11.09368
20523,442,"    12564283+2801138",194.17854309,28.02046013,0.0217662,11.15523
30061,442,"    12573000+2811128",194.37504578,28.18714905,0.024028,
20761,442,"    12552504+2747529",193.85437012,27.79801941,0.0254781,11.06932
31966,23213,"    12540994+2805331",193.54153442,28.09251976,0.0219508,10.71808
30472,442,"    12590603+2759479",194.77510071,27.99666977,0.0264724,10.79681
9098,442,"    12591985+2805038",194.83274841,28.08433914,0.0161681,11.12767
26161,442,"    12583636+2806497",194.65150452,28.11375046,0.0235895,10.84077
7395,442,"    12590392+2807249",194.76629639,28.12364006,0.0273485,11.04112
19985,442,"    12590180+2813309",194.75753784,28.22528076,0.0276477,10.85701
9861,442,"    12595775+2814473",194.9906311,28.24654961,0.0232648,11.25653
39762,442,"    12582169+2808557",194.59042358,28.14875984,0.0271729,10.62183
12516,442,"    12580552+2814335",194.52311707,28.24259949,0.0248836,10.72654
14120,442,"    13003074+2820466",195.12814331,28.3463192,0.0207535,11.02618
33440,2877,"    13001395+2849412",195.0582428,28.82814026,0.0253595,10.81446
1794,442,"    12573197+2828368",194.38319397,28.47691917,0.0234608,11.55133
9080,6603,"    12593914+2853437",194.91300964,28.89550972,0.0212762,11.06645
26271,6603,"    12593975+2855357",194.91571045,28.92655945,0.0209756,10.82343
26387,9570,"    12581335+2856536",194.55558777,28.94820023,0.0264434,10.65482
6245,4531,"    12525355+2822160",193.22315979,28.37114906,0.0244858,10.85401
25114,18273,"    12543297+2822365",193.6373291,28.37678909,0.0242589,10.87796
38817,18273,"    12545366+2825015",193.72360229,28.41703987,0.0255122,10.26939
1111,761,"    12544060+2856195",193.66921997,28.93870926,0.0092017,10.14138
13155,9570,"    12571140+2902418",194.29748535,29.04500961,0.0258439,10.78766
29635,9570,"    12570157+2903448",194.25663757,29.06254005,0.0259141,10.80175
28559,9570,"    12581821+2907437",194.57598877,29.12877083,0.0272118,10.31773
13066,2877,"    13014338+2902407",195.4307251,29.04468918,0.0246098,10.92632
6496,2877,"    13013361+2907497",195.38999939,29.1305294,0.0254099,11.30218
9798,2877,"    13020421+2915129",195.51750183,29.25354958,0.0251905,11.1948
16632,2877,"    13003953+2901096",195.1647644,29.01936913,0.0251262,10.72856
3999,2877,"    13012450+2918306",195.35211182,29.30843925,0.0247376,11.50348
37610,27301,"    12592001+3001300",194.83328247,30.02495003,0.0850986,11.93002
6773,4919,"    12510889+2847171",192.78704834,28.78808022,0.0167507,10.52952
34590,25114,"    12510174+2855401",192.75723267,28.92789078,0.0223311,10.0158
5890,4251,"    12540245+2936131",193.51025391,29.60364914,0.0219469,10.84525
21383,15554,"    12464453+2944068",191.68557739,29.73524094,0.0164644,10.21285
19774,14393,"    12474550+3004378",191.93969727,30.07720947,0.0628674,11.81098
36946,26825,"    12483172+3013394",192.13214111,30.22765923,0.0678354,
40145,29100,"    12493688+3050433",192.40364075,30.84539986,0.0278226,10.37974
19378,14105,"    12511994+3103351",192.83305359,31.05970001,0.0236429,10.87085
24516,17831,"    12564403+3043094",194.18345642,30.71928978,0.0271495,10.73526
11626,8474,"    12565783+3042584",194.24105835,30.7161808,0.0250872,11.25822
39603,22313,"    12591397+3105210",194.80819702,31.08914948,0.052603,11.39106
30710,22313,"    12585768+3115250",194.74038696,31.25704002,0.0526649,11.47735
38434,22313,"    12595198+3121065",194.96661377,31.35178947,0.0531156,11.53267
37554,27260,"    12574139+3116309",194.42247009,31.27526093,0.0271608,10.96888
33163,24073,"    12581008+3200598",194.54202271,32.01657104,0.0274143,10.84134
11881,8669,"    13113675+3130293",197.90313721,31.50811958,0.0239383,10.96938
14157,10302,"    13102069+3126384",197.58624268,31.44395065,0.0272883,10.09272
20821,15146,"    13051858+3126324",196.32743835,31.4423008,0.0370483,
13843,10087,"    13051411+3159594",196.30888367,31.99979019,0.0527258,11.5584
10808,7860,"    13124475+3148335",198.18649292,31.80934906,0.021947,10.80707
41049,29770,"    13182424+3250418",199.60108948,32.84487915,0.0376952,
41466,21055,"    13140135+3356128",198.50553894,33.9368515,0.0359136,11.20085
28962,21055,"    13131343+3359039",198.30601501,33.98442841,0.0359248,10.98528
8296,6030,"    13021828+3253268",195.57618713,32.89072037,0.0261237,11.21822
18130,13185,"    13054103+3310440",196.42094421,33.17889023,0.0332526,11.3987
42832,31025,"    12584673+3211316",194.6947937,32.1921196,0.0530707,11.46879
22783,5944,"    13080418+3400272",197.01737976,34.00754929,0.0339743,11.15023
20198,5944,"    13075483+3405131",196.97842407,34.08703995,0.0344573,11.11566
14927,10842,"    13115743+3421547",197.98939514,34.36521912,0.0176634,10.65625
11314,8237,"    13112265+3425053",197.84434509,34.41807938,0.0375415,11.63177
8184,5944,"    13083562+3358330",197.14845276,33.97584152,0.0346708,11.40276
30382,8237,"    13103415+3438103",197.64233398,34.63623047,0.0375972,11.34332
23382,5944,"    13071056+3417531",196.79399109,34.298069,0.0346698,11.10858
31928,23182,"    13093646+3452179",197.40190125,34.87158966,0.0361283,10.88148
41507,23182,"    13094342+3459049",197.43104553,34.98477936,0.0372242,
17821,12955,"    13082447+3512229",197.102005,35.20642853,0.016873,
14216,3499,"    13294820+3107485",202.45083618,31.13017082,0.0246654,10.60799
20431,3499,"    13300657+3123173",202.52731323,31.38813019,0.0253989,10.90899
16528,12001,"    13255717+3137054",201.48826599,31.61823082,0.0249433,10.92961
36533,24503,"    13280021+3152164",202.00093079,31.87126923,0.039361,10.32342
5848,4218,"    13271683+3201505",201.82019043,32.03071976,0.0251619,11.43972
4865,3499,"    13302599+3137144",202.60830688,31.62071037,0.0250451,11.16884
33747,24503,"    13280286+3157314",202.01200867,31.95875931,0.0392031,10.97887
2223,1565,"    13281504+3201565",202.06268311,32.03239822,0.0162817,
38041,27602,"    13304250+3232493",202.67712402,32.54700089,0.0345152,11.1289
9886,7190,"    13293645+3224023",202.40190125,32.40068817,0.0253785,11.32497
26418,19211,"    13341749+3211595",203.57301331,32.19985962,0.0353705,10.67398
39956,28971,"    13381305+3249224",204.55436707,32.82287979,0.0252573,10.83994
23418,13321,"    13330747+3230510",203.28108215,32.5141716,0.0367545,11.34278
24451,13321,"    13330603+3235280",203.27510071,32.59119034,0.0353157,
18299,13321,"    13325754+3236184",203.23977661,32.60514069,0.036527,11.19405
21241,5608,"    13344037+3257044",203.66816711,32.95116043,0.0247549,11.04429
40616,29462,"    13312014+3235066",202.83395386,32.58523941,0.0372521,11.23155
7707,5608,"    13332901+3302331",203.37091064,33.04246902,0.0252174,11.02873
33040,5608,"    13331326+3306350",203.30525208,33.10971069,0.0254708,10.15373
22703,4895,"    13353581+3322286",203.89930725,33.37466049,0.024217,
22191,4895,"    13361966+3325247",204.08189392,33.42348862,0.0260794,10.51312
6742,4895,"    13355786+3325477",203.99113464,33.42996979,0.02574,11.37388
11530,4895,"    13355834+3328257",203.99316406,33.47386169,0.0248854,11.22654
38927,4895,"    13352686+3343296",203.86190796,33.72496033,0.0241732,10.67323
41892,30376,"    13363262+3352340",204.13591003,33.87604904,0.0413631,11.10912
42684,4895,"    13344476+3353253",203.68644714,33.89039993,0.0239429,
11996,4895,"    13345720+3402384",203.7384491,34.04402924,0.0243875,10.41248
2302,1618,"    13234497+3133568",200.93746948,31.56575966,0.0169791,11.35116
27870,20273,"    13244365+3232251",201.1819458,32.54029083,0.0405725,10.6247
33397,20273,"    13244001+3233470",201.16682434,32.56312943,0.0401754,
16938,12295,"    13265392+3211355",201.72470093,32.19321823,0.0183784,
37044,26892,"    13265837+3232115",201.74308777,32.53654861,0.0262377,10.78213
16133,11721,"    13285668+3252436",202.23622131,32.87882996,0.0264088,10.67643
37941,27529,"    13224712+3237242",200.69631958,32.62332916,0.0434022,11.20026
14300,10397,"    13200867+3305169",200.03622437,33.08802032,0.0400401,11.22722
41351,29975,"    13213179+3255111",200.38252258,32.91973877,0.0390445,
31333,22754,"    13223476+3309252",200.6449585,33.15707016,0.037788,10.97417
17288,10397,"    13201472+3308359",200.06137085,33.14339066,0.0368463,11.53155
22702,10397,"    13201775+3308409",200.07394409,33.14474106,0.0382274,
17841,10397,"    13210262+3320223",200.26092529,33.33950043,0.037209,11.38575
20971,15251,"    13242020+3250536",201.08418274,32.84815979,0.039649,11.28157
38672,21615,"    13294450+3320205",202.43540955,33.33908081,0.0370905,
29742,21615,"    13294570+3321095",202.44039917,33.35261154,0.0364764,
36800,26718,"    13283820+3336186",202.15916443,33.60517883,0.0270114,10.03736
31083,22575,"    13304306+3355003",202.67945862,33.91672134,0.0404505,10.92759
16941,1732,"    13331628+3432131",203.31790161,34.53707886,0.0250765,10.18089
38981,1732,"    13315779+3432489",202.9907074,34.54700089,0.0253834,10.59152
19850,14446,"    13280399+3419574",202.01661682,34.33271027,0.0349841,11.33713
41619,14446,"    13275696+3421591",201.98727417,34.36642838,0.0350207,
40497,1732,"    13304874+3438251",202.703125,34.64030075,0.0248848,10.72519
29238,1732,"    13310551+3441082",202.77293396,34.68553925,0.0257175,10.98419
10033,1732,"    13304274+3449503",202.6781311,34.83066177,0.024439,11.31464
26349,19163,"    13394838+3341174",204.95167542,33.68817902,0.0416634,11.45025
